id	date	tweet
1.59E+18	2022-10-27 14:32:44+00:00	"@aniesbaswedan @Pemprov_Kaltim @DKIJakarta buzerRp dan pendengki dgn hoax jgn dipercaya.Aku gak suka cari kesalahan orang,silahkan promosikan calon presiden anda, tapi jangan fitnah calon presiden kami.. mari kita bertarung lebih sportif, tanpa menjatuhkan pihak lain dengan fitnah dan framing jahat.#PakAniesPresidenRI"
1.59E+18	2022-10-27 14:28:05+00:00	@abdullahhaidir1 @aniesbaswedan Om Saya aja Yang Warga DKI asli DKI aja blom tau prestasinya... Yang Saya Tau Di tiap gang kelurahan saya Ada Foto di pajang di gang bersama Caleg Nasdem Yang Katanya Calon Presiden mantan Ghobenur DKI
1.59E+18	2022-10-27 14:24:09+00:00	"@TRendusara @na_dirs Betul bang, ibu rumah tangga terus jadi anggota dpr baru jadi presiden, SBY dari TNI jadi menteri dulu baru jadi presiden, Anies jadi gubernur dulu baru jadi calon presiden."
1.59E+18	2022-10-27 11:42:07+00:00	2. Penentuan Anies sbg calon tentu taktik politik y lumrah dr Nasdem. Bagaimnpun @NasDem paham betul coat tail effect y menyertai partai y mencalonkan presiden
1.59E+18	2022-10-27 10:36:30+00:00	@NasDem @aniesbaswedan Dukung....@aniesbaswedan Calon Presiden 2024
1.59E+18	2022-10-27 10:08:54+00:00	"@Intel_ORBA Kalo kalian jeli, pasti sangat yakin kalo PDIP bakal memilih Ganjar sebagai calon presiden di pilpres 2024… kamu gilap aja profil calon kamu si Anies itu biar keliatan mengkilap, jangan ngurusi Ganjar kalo gak tau apa2"
1.59E+18	2022-10-27 09:59:28+00:00	@ekowboy2 Ya memang . Jegal ngga jegal pun calon 0residen harus turunan Indonesia jangan turunan Yaman KLO lu mau @aniesbaswedan jd presiden silahkan pergi ke Yaman kn selesai masalah suruh @aniesbaswedan nyalon di Yaman sana anjing kali kau @ekowboy2
1.59E+18	2022-10-27 09:01:04+00:00	"@yusuf_dumdum Cuman mau bilang, klw Anies calon kuat presiden 2024, maknya lawan2 politiknya lakukan berbagai cara untuk menjegalnya😁"
1.59E+18	2022-10-27 08:36:59+00:00	@thedufresne Ini org @aniesbaswedan calon presiden dr partai nasdrun @DPPNasDem dr dl kalo ngomong beda ama kelakuan. Dulu sering ngomong merajut tenun kebangsaan aplikasi nya dia marusak tenun kebangsaan demi pilgub. Demi pilpres pasti lbh dr politisasi mayat yg bakal dilakukan nya
1.59E+18	2022-10-27 03:55:05+00:00	@merdekadotcom Dua tokoh muda menyatu pak ANIES &amp; Mas AHY Calon Presiden 2024..
1.59E+18	2022-10-27 02:49:20+00:00	@ekagumilars @aniesbaswedan Dulu bukannya pak Eka pengennya pak @ridwankamil jadi calon Presiden gimana buat sekarang?
1.59E+18	2022-10-27 02:32:54+00:00	"@ekowboy2 Kamu setuju gak calon Presiden 2024

RI 1 Ahok
RI 2 Anies

Klo km gak setuju berarti pernyataan Menteri Itu sdh benar, segampang itu memahaminya..."
1.59E+18	2022-10-27 00:23:50+00:00	"Kenapa @aniesbaswedan yg 'memutuskan'? Karena sistem yg kita gunakan adalah presidensial, bukan parlementer. Artinya, presiden (dalam hal ini calon presiden) yg memiliki hak untuk itu.

Ini juga sebagai 'ujian pertama'. Yakni membangun koalisi yg kokoh dengan segala dinamikanya."
1.59E+18	2022-10-26 15:13:17+00:00	@yusuf_dumdum Mending kalian berjuang dan mendekati  Parpol2 agar mereka mau deklarasikan Den Ganjar sebagai bakal calon atau calon Presiden | Daripada sibuk Fitnah dan nyerang Anies dan yang lain ….
1.59E+18	2022-10-26 15:12:04+00:00	@ChusnulCh__ @ganjarpranowo Mending kalian berjuang dan mendekati  Parpol2 agar mereka mau deklarasikan Den Ganjar sebagai bakal calon atau calon Presiden | Daripada sibuk Fitnah dan nyerang Anies dan yang lain ….
1.59E+18	2022-10-26 12:23:29+00:00	@aniesbaswedan @AgusYudhoyono gudbloon wacana ... membicarakan wacana menjadi calon presiden wacana...
